text,label,language
trop nul les lcs zebi cest quoi que je viens de voir la,insult,darija
trop stressant zebi,insult,darija
trop tard zebi,insult,darija
trottinette tant quon y est zebi,insult,darija
trouve moi mon trio zebi,insult,darija
trouve toi un mari wesh zebi,insult,darija
trouver moi un glitch pour quitter l’allergie au pollen zebi,insult,darija
tu as 13 ans zebi,insult,darija
tu attends quoi pour faire quelque chose des couilles grande gueule petit zizi,insult,darija
tu bronze vite zebi,insult,darija
tu continue à jouer je te comprendrai jamais zebi fais chaud plus de couvre feu zebi va pécho des meufs,insult,darija
tu crois jsuis con ou quoi fils de pute j’allais à la salle avant le covid,insult,darija
tu dis ça parce que ta jamais gouter mais sah les 86 cest trop bon zebi,insult,darija
tu doit être dégoûté zebi,insult,darija
tu dors jamais zebi,insult,darija
tu esta una putaje sais pas parler espagnol zebi laisse moi,insult,darija
tu fais 1m10 zebi,insult,darija
tu fini dans 20 minutes les gens ils veulent que tu les appels pour leurs expliquer toutes une procédure qui prend une plombe zebi,insult,darija
tu force zebi,insult,darija
tu les a mis en faillite zebi,insult,darija
tu m’a mis en jacouille alors que le plus beauf c vico zebi,insult,darija
tu m’apprends un truc zebi merci mdr,insult,darija
tu m’étonnes zebi,insult,darija
tu m’influences à boire zebi,insult,darija
tu ma manquer zebi *فرح*,insult,darija
tu mas devancé zebi,insult,darija
tu mas fait la morale sur lindustrie du textile ya deux jours zebi,insult,darija
tu mas fait te follow pour que tu donnes ton compte zebi,insult,darija
tu mdisais portes le ma belle jvais te soutenir tkt pas jte disais zebi non prends le pitie,insult,darija
tu me choques zebi,insult,darija
tu me dégoûtes zebi mdrr,insult,darija
tu me manques *قلب مجروح* *وجه متعب* zebi,insult,darija
tu menais 300 zebi,insult,darija
tu parts à cette fac de zebi et tu rentres avec un paquet de 50 pages,insult,darija
tu penses il a vu que cetait moi ou pas jveux pas qu’il me deteste zebi jetais juste énervée contre wireframe,insult,darija
tu persiste hein mais vas regarder le replay zebi,insult,darija
tu peux zebi,insult,darija
tu racontes quoi zebi,insult,darija
tu ramène ton chien en terrasse pour lui répéter de sasseoir pendant 1h zebi jaurais câbler,insult,darija
tu regardes sur quoi zebi je trouve pas le match,insult,darija
tu sais pas écrire zebi lécole cest gratuit,insult,darija
tu sais plus écrire zebi,insult,darija
tu sais très bien que j’ai des psychopathes sur le dos qui ont déjà piraté mes comptes ptdr *ممتاز* *رمز تعبيري معدل ثلاثه* bonne ambiance zebi,insult,darija
tu snap une meuf en story sa ta dit c’est qui envoi son snap alor que c’est ta meuf zebi,insult,darija
tu stream quand zebi,insult,darija
tu supporte un club encore pire zebi,insult,darija
tu t’es trompé de sorry good bighit night note bref bonne nuit zebi,insult,darija
tu taméliores en montage zebi,insult,darija
tu te masturbes sur son profil c’est tro,insult,darija
tu te réveilles à midi t’es pas prête à 15h j’ai envie de câbler zebi,insult,darija
tu tweet comme un cm1 zebi en mode ta cru je mangais des chips et je restait au lit,insult,darija
tu veux j’corrige quoi ya zebi,insult,darija
tu veux j’te baise ta mère on va voir qui est gay sale pute,insult,darija
tu vois cest ca son probleme a ce mec jvais devenir fou zebi arretez le jvous en supplie,insult,darija
tu vois tjr gênante zebi,insult,darija
turkya wla zebi,insult,darija
tv les notifs zebi,insult,darija
tw ndakhel fik zebi,insult,darija
tweets dyali f 2014 2015 kent kantweeti b fronsi mchekla a zbi gha lah ltaf bina ou sf hh,insult,darija
twitter cest une galère zebi,insult,darija
twitter desserkom awlad l97ab,insult,darija
twitter ils abusent même pour changer mon mdp jdois attendre des jours quils menvoient un email zebi,insult,darija
twitter réalité ça veux dire quoi zebi,insult,darija
twitter y m’ont quand même suspendu mon privé à cause de ma pp zebi,insult,darija
tyb *فرح* *فرح* jeeb emak *فرح* afarjeek *فرح* esh beseer *فرح* law bamza3ha *فرح* *فرح* b zebi *فرح*,insult,darija
u mean my nudes maghaystsiftouch,insult,darija
un bouquin de grammaire plutôt acheté zebi,insult,darija
un clou zebi c eclater,insult,darija
un connard et un mec bien dans le même corps,insult,darija
un contusion cest rien zebi,insult,darija
un crack a fifa et au foot appel futsal zebi,insult,darija
un entraîneur ki zebi on verra vendredi ce qu il va faire mourinho sa va être le plus gros test pour lui,insult,darija
un film d’horreur zebi,insult,darija
un flow de skatteur zebi tout le monde se sape comme ça mtn,insult,darija
un lien pour le match svp winamax fait galère là zebi,insult,darija
un livre comment avoir un cœur de pierre ou comment devenir un connard insensible svp,insult,darija
un mal de crâne persistant même doliprane calme pas zebi,insult,darija
un mec qui est anti jean messiah faut l’enculer zebi,insult,darija
un mood tas peur zebi,insult,darija
un perso danimé la zebi elle est morte cette conne,insult,darija
un peu de nif a zebi ramasse ton string par terre il est béton,insult,darija
un peu de pudeur zebi,insult,darija
un peu même si en ce moment je sais pas ce qu’il mijote zebi,insult,darija
un peu trop envie d’arreter les cours pr me lancer dans le rap mais zebi g pas de talent,insult,darija
un rondin de bois zebi,insult,darija
un sac en plus pour lacoste zebi,insult,darija
urban dictionary mehdi que des menteurs zebi,insult,darija
va discord zebi,insult,darija
va dormir a zebi,insult,darija
va faire des vœux zebi,insult,darija
va falloir dire bjr et tt ptn la flemme zebi,insult,darija
va gérer ton mec et lâche ma veste zebi,insult,darija
va miauler ailleurs c est toi tu vas pleurer ouai zebi méchante sah *تنهد* *تنهد* tu déçois,insult,darija
va ntmr avec tes couple swag c’est pas ça qui au bout de 30 ans continuera de faire vivre votre couple bande de swag tah zebi,insult,darija
va ntr fdp comme par hasard tu viens niquer ma journée goatesque change un peu de mentalité on est en 2021 zebi,insult,darija
va regardé zebi cest de la romance aussi tu va pas être déçue surtout que cest trop beau,insult,darija
va sucer les couilles de l’autre laisse moi tranquille,insult,darija
va t’laver les fesse zebi frère à peine je clique on dirait un mod menu bo2 sa ft flipper,insult,darija
va te enculer t’as gagné c’est bon zebi,insult,darija
va te faire foutre,insult,darija
va te faire foûtre,insult,darija
va te faire foutre mel,insult,darija
va te faire foutre toi c’est toi tu pue *تنهد*,insult,darija
va voir ma story pv zebi,insult,darija
vaccinez moi nrou7 nt9awed,insult,darija
vahid 9wd lretraite,insult,darija
vamos 8 millions zebi,insult,darija
vamos j’attendais ça depuis un moment zebi longoria que dieu te bénisse,insult,darija
vamoss belgique *علم لبلجيكا* chmen emirson xmn zebi,insult,darija
van gogh va zebi va,insult,darija
vas te faire foutre wallah,insult,darija
vas y choisi moi que j éclate zebi,insult,darija
vas y jai les mains qui tremble genre jsuis sous pression je sais même pas pourquoi zebi,insult,darija
vas y on joue contre beneveto la 13 en defense jouer zebi,insult,darija
vas y weekend portes ouvertes jai 1 rdv zebi,insult,darija
vasy frère logan il faut que des câlins zebi nique ta mère,insult,darija
vasy j’aurais pas dû dormir à 19h zebi,insult,darija
vasy j’en ai marre de cette équipe on cadre pas une frappe zebi on va jms gagner de can,insult,darija
vasy viens zebi je t’attends,insult,darija
vasy zebi il double déjà lukaku,insult,darija
vasy zebi j’veux debattre,insult,darija
vasy zebi tu vis loin aussi mais je ferai leffort bg,insult,darija
vazy ftg cque ta ft poto c’est pire arrête de faire la victime zebi,insult,darija
vener zebi,insult,darija
venez jss la zebi,insult,darija
venga a estudiar zebi 9fez al khra espabila,insult,darija
vettel mon frère *وجه حزين* trop heureux zebi,insult,darija
vide la crème solaire zebi,insult,darija
viene a prendermi subito mio stallone arabo tu e tutti altri stallone caldo habibi zebi kiber *تقبيل القلب* *استرخاء* *يم* *يم*,insult,darija
vienne je sais pas écrire ce soir zebi,insult,darija
vienq discird zebi tu te fout de ma gueule,insult,darija
viens me carry zebi,insult,darija
viens me raconter sur snap stp because moi c’est dans 1h zebi *تنهد*,insult,darija
viens on baise après on verra qui le saura,insult,darija
viens snap tout me raconter zebi,insult,darija
viens sur le serveur haikyuu zebi,insult,darija
viens vite zebi,insult,darija
vildan elle me dit fait mon examen le soucie c’est que son examen c’est dans vingt ans zebi,insult,darija
visiblement pas trop hein mais nique,insult,darija
visionnag zebi,insult,darija
vive les cuisine fermée cuisine ouverte c’est horrible sa fait le bordel partout en plus le bruit dès cocotte beurk,insult,darija
vive les jambes zebi,insult,darija
vivement l’euro zebi,insult,darija
vivement ma peau zebi,insult,darija
vivre damour et deau fraîche en algérie fi jouz ye9et3ouhoum a 17h ya zebi,insult,darija
voila dis leur ya zebi,insult,darija
voilà ferme ta gl à dire d’la merde zebi 50 va faire le ménage c’est mieux,insult,darija
voilà jvais devoir me lever a 8h zebi,insult,darija
voilà zebi elle comprend du cul cette bouffonne elle m’fout la haine l’ambiance on en a rien foutre,insult,darija
voilàa on veut de la tension zebi battez vous insultez vos grand mere respectives,insult,darija
voir anime zebi,insult,darija
voter mélenchon zebi,insult,darija
votre maj debug de zebi niquer vos meres bande de pute de merde,insult,darija
vous jai dit quoi moi zebi jai juste poser une question *تنهد*,insult,darija
vous abusez vous oubliez trop hakimi les frères marocains c’est le meilleur zebi,insult,darija
vous allez perdre vos couilles mattéo,insult,darija
vous avez plus peur dêtre des pute ici tien les en laisse tes folle la,insult,darija
vous avez salopé la réputation du lsd,insult,darija
vous cassez les couilles zzbi,insult,darija
vous cassez mes couilles zebi,insult,darija
vous comprenez pas que c’est un montage zebi il a meme pas de quoi s’acheter une paire de baskets,insult,darija
vous écrivez ce tweet combien de fois par semaine on s’enblc de toi ya zebi,insult,darija
vous en aurez zebi,insult,darija
vous étaient claqué au sol les gars vous savaient même pas faire de passe zebi cest quoi ça,insult,darija
vous êtes beaux zebi,insult,darija
vous êtes bizzare à dire malaise pour rien vasy ferme ta gueule,insult,darija
vous êtes trop fort zebi,insult,darija
vous lavez jamais remarquer zebi,insult,darija
vous savez pas comme j’ai hâte d’être fin juin pour faire era rouge zebi,insult,darija
vous venez derrière moi zebi ya personne,insult,darija
vous venez le monter avec moi zebi,insult,darija
vous voulez pas me le donner jai 0 s en plus zebi,insult,darija
vous voulez quoi zebi,insult,darija
vous vous serrez zebi,insult,darija
w ena gotlk matahdrich ezebi ahdri wela tneki juste dis le fl wej hypocrisie tae zebi,insult,darija
w genre teba3hom w zebi men nytek,insult,darija
w nti matrohich tniki yemak b3id ela zebi,insult,darija
w’allah qu’imane elle est trop drole zebi,insult,darija
w’الله c trop dur zebi,insult,darija
wa bghit nrta7 al 9lawi safi,insult,darija
wa c horrible zebi,insult,darija
wa ch7al m9awda dik n3ssa lkher *فرح*,insult,darija
wa dewcho ya zebi rah sabon rkhis mal tebbon dmkom dayrin haka,insult,darija
wa dima raja a zebi *قلب اخضر*,insult,darija
wa dogecoin a zabbi waa waawa wa doge coin a zabbi wah 9lawi hada,insult,darija
wa drari wa zebi,insult,darija
wa hta ana zebi jhesite de fou,insult,darija
wa insupportable zebi,insult,darija
wa l9lawi stop spamming me,insult,darija
wa la qualité faut je change de tel zebi,insult,darija
wa lahou ched f zebi,insult,darija
wa le train zebi à 20 dans 10m2,insult,darija
wa maymknch khra hada,insult,darija
wa nari al 9lawi baghi ps4 ola baghi zebi,insult,darija
wa serbi kerek rah j tattends ou ntya katssara ftwitter a wld l97ba,insult,darija
wa sir t9awed,insult,darija
wa t3elmou tl3ouha 3la lmalik ba9i a zebi,insult,darija
wa telki lia m’en zebi rah c’est pas possible,insult,darija
wa zebi,insult,darija
wa zebi c quoi ce jeu,insult,darija
wa zebi eriksen il tombe d’un coup le regard vide j’espère y va s’en tirer sah,insult,darija
wa zebi il lâche dee millions d’euro en location,insult,darija
wa zebi je suis dans un espace rempli de racistes c trop ils font trop de blagues raciste astaghfiroullah,insult,darija
wa zebi mat7echminich layn3el bouk,insult,darija
mia khalifa ana,insult,darija
wa zebi t’es entrain d’accuser tous les maghrébins d’être raciste,insult,darija
wa zebi weldo kayban kber menno h,insult,darija
wa79lah ya zebi bghina gha nshdo shi prepa maths tmak malginash *انتصار*,insult,darija
wa9ila dar l97ab 3endi ana hh,insult,darija
waah ya zebi elias,insult,darija
waaf waaf boy qui fou ryan dans sa story zebi tuez moi,insult,darija
wach a zebi ana nhar kaml w ana 3iyan,insult,darija
wach ana kan7chm ya zebi,insult,darija
wach anb9a tab3 rebbek mn space l space 9a7ba hadi,insult,darija
wach bnadem ma ki 3rafch ymchi f une ligne droite put g tjs le coeur qui bat so hard jai failli être écrasé par un connard *انتصار*,insult,darija
wach bnadem rbbo does not consider the audience when giving speeches,insult,darija
wach fb khasr azbi,insult,darija
wach hna n9raw biliki a sa3adat lwazir dyal zeb,insult,darija
wach nta a zebi ra tebqa dima t3iq bya wla kifach wa bzf,insult,darija
wach ya zebi lium kan space m3a abidar dhjsjdkdhd,insult,darija
wah fabio zebi,insult,darija
wah ghdi nchifi tabon f talfaza mzyan,insult,darija
wah zebi ce cri de djoko,insult,darija
waiting for bled zebi ca arrive en france donc c normal,insult,darija
wakha kandawach kanb9a microb 7liwa,insult,darija
walahouma les fdp wala zwamel,insult,darija
wallah chaque fois que jentends parler de lui cest pour parler de lom et le tout en critiquant jamais constructives il me rend fou zebi,insult,darija
wallah et zebi c’est pas français *شخص يكره* *رمز تعبيري معدل سته*  *علامه الذكور* ,insult,darija
wallah j’ai jms de chance en amour zebi j’vais mtirer une bal slt,insult,darija
wallah je regarde pas le match zebi,insult,darija
wallah je t’aime zebi tu m’énerve,insult,darija
wallah jen ai mm pas 10 zebi,insult,darija
wallah jla pose sur le parking de la mairie et toujours j’oublie où elle est garer zebi,insult,darija
wallah jlai eu rendu zebi juste jai ses codes,insult,darija
wallah jles aimes zebi jsuis morte,insult,darija
wallah js en follow limit zebi,insult,darija
wallah jss au roymerlin les conseillers c que des femmes zebi jpete ma tête,insult,darija
wallah wallah c’est trop ça jte comprend frérot missioner nous zebi *تنهد* *فرح*,insult,darija
wallah zebi cest meme pas pareil,insult,darija
wash ki s7ab l97ba mok msali krk b7alk sir a zebi layn3l tabon tbabn l97ba l o97obania d mok had nhar wjh zeb,insult,darija
washouf hade zebi washe hada we9t dehk *مشوش*,insult,darija
waw can i breathe zebi,insult,darija
waya zebi kount k3it,insult,darija
wayeh 9lawi,insult,darija
we mais c pas d’la mma zebi tte les 10 secondes y’a une faute,insult,darija
we si zebi,insult,darija
we zebi enfin il lui aura fallu de 30s,insult,darija
wee jcrois jai trop perturbé votre discussion zebi salem les khey,insult,darija
wejeheha ki lkherya,insult,darija
welah amam ana 3titha 9elbi zebi *تنهد* *تنهد* *فرح*,insult,darija
weld l9a7ba 3ayer dinmi mzyaan ndmt 3lach hdert m3ah,insult,darija
welf l97ba hada li saybha kay9eleb 3la l9r3a,insult,darija
wesh a zebi tchof fiya 3andi babour ta3 9hab hahaha,insult,darija
wesh c’est pr de vrai j’suis choqué zebi,insult,darija
wesh fais jouer ben yedder zebi,insult,darija
wesh il habite ou zebi,insult,darija
wesh javais pas vu zebi,insult,darija
wesh macron j’avais pas vu zebi mdr,insult,darija
wesh mel deuxième fois tu la zebi,insult,darija
wesh t’avais rohff au 8 mai comme de part hasard zebi,insult,darija
wesh t’es enflammé pas l’enfant comm par contre la pute sii,insult,darija
wesh t’es un ouf toi carrément le mec il est a l’hôpital trkil tve deja tfaire d sous sur lui pitain l’humain ya zebi,insult,darija
wesh y’a pas de tournoi zebi,insult,darija
wessh kd stop toi zebi,insult,darija
what a fuck azbi 0130 *مبتسم عفريت* *مبتسم عفريت* *نار*,insult,darija
what a shit match ya zebi,insult,darija
what rien suivi zebi des joueurs dépressifs,insult,darija
what the fuck is this world coming to had l3am,insult,darija
what’s wrong zebi,insult,darija
when i tell you i screamed i screamed im dead wtf,insult,darija
when im alone its 9lawi,insult,darija
who am i supposed to scream zebi at,insult,darija
why would you use the correct spelling brotoes ew wtf are you into feet zebi is this what you’re saying,insult,darija
wijni verrati pogbi hakimi zebi,insult,darija
win ya zebi chikourha,insult,darija
witsel sera juste et vos dc sont à l’aube du garage et latéral gauche vous êtes juste meunier à droite zebi *فرح قطه*,insult,darija
wiw 3la zebi,insult,darija
wiw 3la zebi s aya nyek 3azba,insult,darija
wjah zeb hada,insult,darija
wlad l97ab 3tawni rattrapage 3awd tani,insult,darija
wlad l97ab ntoma,insult,darija
wlad l9a7bat had l mss2olin,insult,darija
wlah mantferj mazal ghadi ghire y3eseebni had zebi ta howa,insult,darija
wlahila dik t9iba 7nina a zebi fiha wahed ra7a nfssiya *تنهد*,insult,darija
wlayta n7wi din mok a wald l9a7ba parle pas des mères,insult,darija
wld l97ba galih bnadm kykhrj l7chich mn zko,insult,darija
wlh 4ir sah ya zebi *فرح قطه* *قلب مجروح*,insult,darija
wlh j’ai trop la haine zebi on a une des meilleurs équipe d’afrique sur le papier tout ça pour pas marquer de but,insult,darija
wlhta m9wd achmn lahy7ssn l3wan,insult,darija
wllh c des mots que jpx plus entendre ou lire zebi,insult,darija
wllh ch mort zebi *يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك*,insult,darija
wo la periode de fin du lycee est juste incroyable zebi,insult,darija
wola il gueule fort,insult,darija
wola je voulais monter arracher ces drapeaux te3h zebi *فرح*,insult,darija
woua la chance zebi c’est un rêve de venir à lyon pour moi *تنهد* *تنهد*,insult,darija
wsh arrêtez c un copier coller zebi,insult,darija
wsh c ps jv au toilette de meuf jvois un mouchoir rempli de sang zebi,insult,darija
wsh c quoi ce match que des fautes zebi,insult,darija
wsh ça fait un bail gros heuresement tu répond jte cherchais partout zebi,insult,darija
wsh ça se mange sans peau le kiwi zebi,insult,darija
wsh chuis jusye rentrer dans la sale chuis essoufflée zebi,insult,darija
wsh colombien tu me déçois zhma t’hésite vraiment entre le foot et le tennis zebi,insult,darija
wsh décale ta tante de la zebi,insult,darija
wsh des décapitations j’ai jamais vu ça mais qui m’a envoyé zebi,insult,darija
wsh fr et tu continue zebi,insult,darija
wsh il en a pas marre tout les jours il change de meuf zebi tout sa pour faire des vues,insult,darija
wsh il est gênant zebi,insult,darija
wsh il va siffler tout le match ou quoi zebi,insult,darija
wsh il veulent pas nous ramener adli zebi,insult,darija
wsh ils lui font un massage cardiaque zebi,insult,darija
wsh ils sont où mes gants zebi,insult,darija
wsh incroyable zebi,insult,darija
wsh j’ai vu raph ça faisait tlm longtemps zebi,insult,darija
wsh jumeau fais pas sa apres jvais avoir mal zebi *وجه بعيون متدحرجه*,insult,darija
wsh jvien de le voir à l’instant zebi,insult,darija
wsh la ya un pigeon il est énorme zebi,insult,darija
wsh lave ton clavier zebi,insult,darija
wsh le psg annoncé gini zebi,insult,darija
wsh le sang tas changé ta pp je savais pas que cetait toi zebi,insult,darija
wsh louane elle a grossi de ouf ou c moi sinon à pars ça jkiff sa voix zebi,insult,darija
wsh mdr c’est quoi cette vidéo zebi,insult,darija
wsh migos zebi,insult,darija
wsh on sen bas la race poste du jungkook zebi,insult,darija
wsh pelo arrête de balnave keske tu m’parle de raclette zebi,insult,darija
wsh pk tu fais une voix de petasse exprès sale salope,insult,darija
wsh pourquoi on est plus follow zebi,insult,darija
wsh pourquoi prison break c’est plus en français zebi j’en suis à la saison 5 ep 4,insult,darija
wsh risan zebi,insult,darija
wsh sa ft lgtm javai pas bu du sky g forcer sr la dose jcrois sa brule zebi,insult,darija
wsh sadek il saigne trop la collection gucci psychedelic zebi on a compris,insult,darija
wsh sancho il joue pas zebi il fait quoi sterling titulaire la,insult,darija
wsh sois digne zebi cest quoi ces tweet de gros lèche cul,insult,darija
wsh t’avais brûlé ton collège ou quoi zebi,insult,darija
wsh tt mon passé m’appelle je vais pleuré c quoi ce bordel,insult,darija
wsh tu suis quel match zebi jcomprends plus,insult,darija
wsh ya un chantier devant chez moi à côté et en haut on est où zebi,insult,darija
wsh zebi c trop bientot yaura un compte best of singed mgl,insult,darija
wsh zebi c trop grv mdrr,insult,darija
wsh zebi j’suis chez le médecin j’ai eu rdv à 12h il est bientôt 13h j’vais l’insulter,insult,darija
wsh zebi jsuis absent dans le combat,insult,darija
wsh zebi les chiens ils ont quoi à venir vers moi,insult,darija
wsh zebi qui a marqué,insult,darija
wsh zebi ta kww ah je c ta la chiace violette arcenciel,insult,darija
wshh zebi genre pas de trailer pour my vilain academia,insult,darija
wtf appuie pas c pas moi qui a tweet zebi,insult,darija
wtf c quoi ça zebi,insult,darija
wtf les montagnes russes summum du bonheur suivi d’un bad mood foudroyant j’ai pas signé pour ça zebi,insult,darija
y a 1 episode spécial sur ytb mais jai commencé avec lépisode 1 nique zebi,insult,darija
y a pas à afficher les gens zebi,insult,darija
y a pas a ce réveiller aussi tard zebi,insult,darija
y a prsn drôle ici zebi,insult,darija
y a que moi pour me casser l’épaule avant l’été zebi,insult,darija
y a rien a faire zebi,insult,darija
y a zebi,insult,darija
y a zebi il sort quand l épisode,insult,darija
y a zebi ses fdp de surveillant y on envoyé que jai séché toutes cette semaine je fais quoi les reufs,insult,darija
y a zebi tu fais serré mais je le sais que cest du pipi de chat roxas a côté de volonté persistante,insult,darija
y fait cho zebi,insult,darija
y fait trop chaud zebi *الحراره* *الحراره*,insult,darija
y faut zebi,insult,darija
y sont présent physiquement mais leur esprit zebi y’a rien là,insult,darija
y’a des gens ils veulent pas grandir 5 ans je l’es connais toujours pareil y’a zebi construisez votre vie y’a quoi,insult,darija
y’a des gros ballon sur mon profil zebi,insult,darija
y’a des mauvaises phases qui s’arrête pas zebi,insult,darija
y’a des sacoches sur dhgates zebi je trouve pas,insult,darija
y’a jamais ma taille zebi,insult,darija
y’a le match et jdois me faire à manger zebi,insult,darija
y’a main zebi arbitre ta mère,insult,darija
y’a match zebi,insult,darija
y’a n’a un je lui fais des appels de phare il comprend pas zebi,insult,darija
y’a pas à nous feinter comme ça wsh je suis resté à 2h du mat pour rien zebi,insult,darija
y’a pas d’air zebi,insult,darija
y’a pas de souffle un coup bg faut qui respecte l’adversaire avant de dire marrant ou zebi,insult,darija
y’a pas hors jeu zebi,insult,darija
y’a pas moi ya zebi,insult,darija
y’a pas qqn qui veut m’offrir une ceinture sbd pr mon anniv là zebi,insult,darija
y’a prsn il rank zébi,insult,darija
y’a que moi pour oublier de faire ses sourcils alors que j’ai mis des faux cils zebi,insult,darija
y’a que moi quand jlance un match futchamp ca me mets initialisation pdnt 1mn apres ca quitte zebi jpref 10mn h24 jv tt casser,insult,darija
y’a que moi qui sors en perruque et le pire c’est que ça se voit zebi,insult,darija
y’a que moi qui voit que le psg est sur n’importe qui zebi arrêtez,insult,darija
y’a quoi avec eriksen zebi,insult,darija
y’a quoi zebi,insult,darija
y’a rien a dejeuner zebi rien,insult,darija
y’a rien de méchant arrête de prendre tout à cœur zebi *وجه متعجب*,insult,darija
y’a rien qui charge sur snap zebi,insult,darija
y’a une coccinelle sur moi elle veut pas partir zebi,insult,darija
y’a une erreur sur les totaux même sur les nuls lkelb au final on a plus de victoires 9a7ba,insult,darija
y’a une période j’avais une clear skin alors que je faisais rien de spécial zebi ça me rend fada,insult,darija
y’a une soirée pas trop loin de chez moi je les entends hurler sur du imen es depuis 30 min je pete ma tête,insult,darija
y’a zebi *تنهد*,insult,darija
y’a zebi les cafards au bled j’avais oublié,insult,darija
y’aura vraiment plus que moi zebi *تنهد*,insult,darija
y’avais une de ces meufs au taff c trop les bombes que y’a j’ai envie d’être amoureux zebi,insult,darija
y’en a qui ont regardé du tennis zebi,insult,darija
ya 20 cest un match amical mon pote sort zebi keskia,insult,darija
ya 9a7ba don 7afef la7ya tnaket rak dayer ki zebi comme dhab,insult,darija
ya dayret ki zebi hacha zebi,insult,darija
ya de l’eau dans mon téléphone zebi la le micro il marche plus,insult,darija
ya des darons ils devraient aller en enfer zebi,insult,darija
ya des equipe nationale inconnu mais elle y sont zebi,insult,darija
ya des gens leurs ancêtres ils leurs ont transmis des cadeaux de louis xiv ils foutaient quoi les miens zebi,insult,darija
ya des gens que pnl tayholo 9adrou ya zebi *قطه القط*,insult,darija
ya grave rien a faire zebi jai la haine,insult,darija
ya me gaste 50 en el toz y mira que le he metido más de 50h pero aun escuece,insult,darija
ya mon iphone il vient de faire une chute de 2m il a rien tout neuf nickel sortir de concession zebi,insult,darija
ya pas a etre aussi belle zebi,insult,darija
ya pas à mourir le jour de la pride zebi,insult,darija
ya plus de lien qui marche zebi,insult,darija
ya plus de potatoes a mcdo zebi,insult,darija
ya que les italiens qui jouent zebi,insult,darija
ya que moi pour avaler une guepe et me faire piquer la gorge zebi,insult,darija
ya rabi tu tombe sur une gadji de 1m85 tu las trompe elle te nique ta mère,insult,darija
ya rbi t7tarm tboun mi,insult,darija
ya tout qui beug partout zebi,insult,darija
ya tout qui bug la zebi,insult,darija
ya un boug ca fait des mois il mharcèle à me follow sur ig cest pas ajd il ma trouvé sur facebook zebi,insult,darija
ya un delai on dirait zebi,insult,darija
ya un moustique a côté de moi zebi,insult,darija
ya wlad l97ab n3el zamel bokom dima msed3in lina karna al 9lawi khzit wallah,insult,darija
ya zebi a 5 ans ils ont une meilleure vie sexuelle que moi on est ou la,insult,darija
ya zebi a quelle heure je vais rentrer a la maison,insult,darija
ya zebi ble39el 3la zerrouki ra7 tkesroh après nke7el 3la chkon ana,insult,darija
ya zebi eriksen meskine,insult,darija
ya zebi fahamni pourquoi elle panique,insult,darija
ya zebi faut que je remonte,insult,darija
ya zebi faut vite que j’supprime les tweets que j’avais fait,insult,darija
ya zebi j’ai faim,insult,darija
ya zebi j’suis heureux,insult,darija
ya zebi je viens de tomber sur la jeune fille,insult,darija
ya zebi je viens de tomber sur la jeune fille elle a mis un regular coupe skinny section javelot section pointe,insult,darija
ya zebi je viens de tomber sur le jeune homme,insult,darija
ya zebi jsuis pas chez moi,insult,darija
ya zebi kont habet labhar tahouli drahem nik hyati,insult,darija
ya zebi lequipe nationale yohkem fiha samsar w ahna net9ou7bou,insult,darija
ya zebi mbezla knt hassebh kima tasnim,insult,darija
ya zebi meme ntoma matzidoch 3liha ya zebi les insultes te3 40 personnes balak kter ge3 hebso ya zebi,insult,darija
ya zebi men abidar l souta20 l meriception merrakch 7akma lkalam,insult,darija
ya zebi mn 2017 hsbtlk nta,insult,darija
ya zebi nahder wa7di f twitter khir ma nahder m3a k3eb,insult,darija
ya zebi parle pas t gay,insult,darija
ya zebi pompelop,insult,darija
ya zebi prend ton indépendance c’est bon,insult,darija
ya zebi va vite chercher,insult,darija
ya zebi wesh raw sari had liamat ghir les accidents,insult,darija
ya zebi ya zebi ya zebi et moi qui me disait quon avait atteint le fond *غاضب* *غاضب*,insult,darija
ya3la zebi ki dayr *تنهد*,insult,darija
yadkom f zebi *مرتاح*,insult,darija
yakho encore une autre carrière qui avait a peine commencé rahet f zebi,insult,darija
yal 97ba wait m over les ondes mecaniques i just wanna perceive les ondes mecaniques pro,insult,darija
yalah baraka awlad l97ab,insult,darija
yarebi chi chèque fih zéros 3la 9ed zebi,insult,darija
yayo elle a dit y a une blane light elle a pas compris le concept zebi,insult,darija
yddek fih 2 3la koulla mchya 3nd lfassi ydk fih,insult,darija
ydek f zebi,insult,darija
ydek fih ghanb9aw ou 3am jay ghatchoufo m3ana lkhel3a,insult,darija
ydkm f zebi,insult,darija
ye bi kutta hai krk jaisa *فرح*,insult,darija
yé zebi sheytane en personne,insult,darija
ye5i qaddeh el we7ed minnou zebi,insult,darija
yeayo akhtik *تنهد* en vrai sah ki zebi,insult,darija
yedek f zebi,insult,darija
yedek f zebi *فرح* *فرح*,insult,darija
yedek f zebi ya lfayeh l39oba lik,insult,darija
yedek fi zebi,insult,darija
yedhom f zebi,insult,darija
yediwha frohom les meufs tae zebi,insult,darija
yedouu fel zebi el baz,insult,darija
yeezy zebi *يتدحرج علي الارض من الضحك*,insult,darija
yekhi 3leh nestressi fissa3 ya zebi,insult,darija
yelaebou f 1er novembre in3el hatchoune yemahoum tlemcen taa zebi,insult,darija
yenamar des gens qui veulent passer h24 pr des intellectuels c bon zebi,insult,darija
yes mais annule pas le live comme hier zebi,insult,darija
